"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"model.nlogox"
"FSI-threshold-check"
"07/25/2026 15:56:20:404 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","government-intervention?","fsi-threshold","rho","panic-rate","fertilizer-shock","fuel-shock","[step]","bullwhip-ratio-farmer","bullwhip-ratio-retailer","[food-security-index] of one-of governments"
"4","true","0.2","0.1","1.02","0.627","0.75","7","0","0","0.9323780184104189"
"1","true","0.2","0.1","1.02","0.627","0.75","95","70.39512658626403","22.397198397008104","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","8","0","0","0.9323780184104189"
"4","true","0.2","0.1","1.02","0.627","0.75","9","0","0","0.5971394659836351"
"4","true","0.2","0.1","1.02","0.627","0.75","10","0","0","0.5073927016844975"
"4","true","0.2","0.1","1.02","0.627","0.75","11","0","0","0.5073927016844975"
"1","true","0.2","0.1","1.02","0.627","0.75","96","69.769083443441","22.1318305719904","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","12","48.13263438195672","19.374025390649482","0.5"
"4","true","0.2","0.1","1.02","0.627","0.75","13","45.63090624255213","18.22872976228103","0.5"
"1","true","0.2","0.1","1.02","0.627","0.75","97","69.39668617408226","22.052759544886","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","14","50.41673729308305","17.25750480451704","0.5192709998619512"
"1","true","0.2","0.1","1.02","0.627","0.75","98","68.2392671005552","21.66731841343432","0.35268750000000004"
"4","true","0.2","0.1","1.02","0.627","0.75","15","50.76775662779025","17.096442689006203","0.5"
"4","true","0.2","0.1","1.02","0.627","0.75","16","48.9269442606106","16.76200070284559","0.5"
"1","true","0.2","0.1","1.02","0.627","0.75","99","71.68835272263352","21.01644477487042","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","17","42.24018608725926","14.667306918029283","0.5"
"1","true","0.2","0.1","1.02","0.627","0.75","100","70.88637448607119","20.746203940203888","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","18","41.558476767611495","14.462894447471573","0.35520845190910805"
"4","true","0.2","0.1","1.02","0.627","0.75","19","39.14743629563123","11.655315082312462","0.3135"
"1","true","0.2","0.1","1.02","0.627","0.75","101","70.4095391473677","20.5664743808657","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","20","38.86051354770592","11.974758599942495","0.38046661291722605"
"1","true","0.2","0.1","1.02","0.627","0.75","102","69.6363616053651","20.31180860771365","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","21","38.11214903083879","11.589026840862571","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","22","39.67930370376861","12.003024101718045","0.3135"
"1","true","0.2","0.1","1.02","0.627","0.75","103","69.917561307072","20.492634996984744","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","23","39.80544069260385","12.447291877835427","0.47025"
"1","true","0.2","0.1","1.02","0.627","0.75","104","72.55077526468473","20.45192677930747","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","24","37.360964688177404","11.683375553626385","0.47025"
"4","true","0.2","0.1","1.02","0.627","0.75","25","37.575293455872064","13.283580608295997","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","26","37.43346742773486","13.171503564415625","0.3135"
"1","true","0.2","0.1","1.02","0.627","0.75","105","72.38612618856592","20.540326672624484","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","27","37.18039084741856","13.699859478425022","0.3135"
"1","true","0.2","0.1","1.02","0.627","0.75","106","72.10801528793179","20.71231496398632","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","28","36.302526722632","13.366436866734139","0.42811841966323533"
"4","true","0.2","0.1","1.02","0.627","0.75","29","36.962238782170694","13.588282293488248","0.5311052931027931"
"1","true","0.2","0.1","1.02","0.627","0.75","107","71.2812394341052","20.47205708816633","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","30","36.64149756429351","14.067933693351483","0.4748671779469402"
"1","true","0.2","0.1","1.02","0.627","0.75","108","71.11514703008726","20.537715384586104","0.35268750000000004"
"4","true","0.2","0.1","1.02","0.627","0.75","31","36.40283911734501","13.97181452674918","0.5268038552369182"
"4","true","0.2","0.1","1.02","0.627","0.75","32","45.18076103851695","14.984461474089848","0.3135"
"1","true","0.2","0.1","1.02","0.627","0.75","109","69.94417870718004","20.386591350512905","0.3724335008137071"
"4","true","0.2","0.1","1.02","0.627","0.75","33","40.55000407551497","13.219109239009553","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","34","41.25295134945971","13.736087274243143","0.4384546326722775"
"1","true","0.2","0.1","1.02","0.627","0.75","110","69.92471201925127","20.49825118598758","0.4136879097826114"
"1","true","0.2","0.1","1.02","0.627","0.75","111","71.19458973987787","20.486493953396263","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","112","69.22458104467694","20.101098599840356","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","113","69.41419190962027","20.124514861229603","0.35268750000000004"
"1","true","0.2","0.1","1.02","0.627","0.75","114","69.41311942642352","20.28778164124591","0.35268750000000004"
"1","true","0.2","0.1","1.02","0.627","0.75","115","68.89358945966335","20.202540449845344","0.27657888532403263"
"1","true","0.2","0.1","1.02","0.627","0.75","116","67.85902683636289","20.067827208817835","0.39414138532403264"
"1","true","0.2","0.1","1.02","0.627","0.75","117","71.34395331624538","20.906491022940706","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","118","71.02754597613334","20.825383758713606","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","119","71.19745391904384","20.97223492734907","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","120","70.80996016109181","20.84731239071079","0.35268750000000004"
"1","true","0.2","0.1","1.02","0.627","0.75","121","69.54411183049218","20.410607968717866","0.2635156258281554"
"4","true","0.2","0.1","1.02","0.627","0.75","35","41.32584741540596","14.2694102149261","0.5292125400155717"
"4","true","0.2","0.1","1.02","0.627","0.75","36","44.05252175913085","14.436484791929807","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","37","47.257182282787014","14.907275050776068","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","38","48.026238525372854","15.408003691394972","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","39","48.63514185476868","16.77763250358919","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","40","47.57269725620836","16.448815464388684","0.3135"
"1","true","0.2","0.1","1.02","0.627","0.75","122","70.54310082822208","20.575407464723995","0.2635156258281554"
"1","true","0.2","0.1","1.02","0.627","0.75","123","67.7620410363624","19.727126364197282","0.2635156258281554"
"1","true","0.2","0.1","1.02","0.627","0.75","124","67.66511940425762","19.68658563828852","0.26255273581238203"
"4","true","0.2","0.1","1.02","0.627","0.75","41","47.702301263330995","16.958402044998973","0.47025"
"4","true","0.2","0.1","1.02","0.627","0.75","42","46.94520328644955","16.602388779738586","0.47025"
"4","true","0.2","0.1","1.02","0.627","0.75","43","45.36286162700712","16.489481194438746","0.47025"
"4","true","0.2","0.1","1.02","0.627","0.75","44","45.59468132423647","16.826120226061864","0.4646953566113789"
"4","true","0.2","0.1","1.02","0.627","0.75","45","46.03080157031297","17.22426293080348","0.540036268176755"
"4","true","0.2","0.1","1.02","0.627","0.75","46","49.26223040788161","18.148270237720485","0.36476157628045897"
"4","true","0.2","0.1","1.02","0.627","0.75","47","47.005706254463036","17.32461491131027","0.35451215517753176"
"4","true","0.2","0.1","1.02","0.627","0.75","48","47.58636174718829","17.762804125883665","0.3147014332881674"
"4","true","0.2","0.1","1.02","0.627","0.75","49","48.04823616056087","17.73332358657548","0.3147014332881674"
"4","true","0.2","0.1","1.02","0.627","0.75","50","49.515863276863826","17.965267282246604","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","51","49.030027622545326","18.140418316236847","0.4558514070434193"
"4","true","0.2","0.1","1.02","0.627","0.75","52","49.42282277236541","18.491739842263385","0.4558514070434193"
"2","true","0.2","0.1","1.02","0.627","0.75","4","0","0","0.5438648990537329"
"4","true","0.2","0.1","1.02","0.627","0.75","53","47.422452969991056","18.520582172608332","0.4558514070434193"
"4","true","0.2","0.1","1.02","0.627","0.75","54","48.92922238706427","18.071207522187052","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","55","48.93801956479271","18.455290440213762","0.36753538711490186"
"4","true","0.2","0.1","1.02","0.627","0.75","56","48.438453705943154","18.113585683295085","0.36753538711490186"
"4","true","0.2","0.1","1.02","0.627","0.75","57","48.88758441512959","18.43919158162121","0.36753538711490186"
"4","true","0.2","0.1","1.02","0.627","0.75","58","48.907122651814745","18.297809699841256","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","59","49.052355893624686","18.66894315008854","0.47025"
"4","true","0.2","0.1","1.02","0.627","0.75","60","51.76627811104274","18.83811371793973","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","61","51.21679913951729","19.000127129747785","0.3135"
"1","true","0.2","0.1","1.02","0.627","0.75","125","67.06527999684913","19.560707875676123","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","62","49.88905100492449","18.697946767318985","0.3135"
"4","true","0.2","0.1","1.02","0.627","0.75","63","49.0382528208063","18.587228185862344","0.37232784469882696"
"1","true","0.2","0.1","1.02","0.627","0.75","126","67.28311777896374","19.657220396230397","0.35268750000000004"
"4","true","0.2","0.1","1.02","0.627","0.75","64","48.90609331714361","18.72245211481461","0.36305758537173616"
"1","true","0.2","0.1","1.02","0.627","0.75","127","69.51772508194203","19.782117011341228","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","65","50.13203116820355","18.67089043865487","0.36305758537173616"
"4","true","0.2","0.1","1.02","0.627","0.75","66","50.013756841351295","18.795706088914002","0.2486085319019866"
"1","true","0.2","0.1","1.02","0.627","0.75","128","69.73909554549346","19.794373229756758","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","67","48.44835546213868","18.170406356232757","0.2613569929703161"
"1","true","0.2","0.1","1.02","0.627","0.75","129","68.45256429180891","19.516473804302368","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","68","48.53419557017638","18.598134862848926","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","130","68.58702771342494","19.59019063083668","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","69","48.83149284634422","18.634703665651816","0.3400796774557135"
"1","true","0.2","0.1","1.02","0.627","0.75","131","68.86512215080903","19.592022601506887","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","70","46.41019343798696","17.879596123339596","0.3400796774557135"
"1","true","0.2","0.1","1.02","0.627","0.75","132","66.82912621781912","18.866851388411803","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","71","46.409280632054454","18.69169037786001","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","72","48.06948351035015","18.64123385536472","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","133","66.20873418982065","18.681987937559388","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","73","48.22217284501321","18.891577113475766","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","134","66.36749703117658","18.829256956001956","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","74","46.46958223694301","18.22538774301747","0.35268750000000004"
"1","true","0.2","0.1","1.02","0.627","0.75","135","66.42924190061039","18.925704367667375","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","75","45.138078659754704","17.624394657120515","0.44998717491887763"
"1","true","0.2","0.1","1.02","0.627","0.75","136","66.44268416196128","18.93494935575388","0.31584844777969795"
"4","true","0.2","0.1","1.02","0.627","0.75","76","45.10609093686898","17.586376636994945","0.2931143803844496"
"4","true","0.2","0.1","1.02","0.627","0.75","77","44.68909382714207","17.355911776402266","0.3144044644894701"
"1","true","0.2","0.1","1.02","0.627","0.75","137","72.54838810915037","19.428015678173978","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","78","44.65304976137644","17.361396804931758","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","138","72.33174559426824","19.4088082304991","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","79","44.00475368835163","17.376208718106206","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","139","72.29804768872462","19.484023720359037","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","80","44.00756620357726","17.526789496708567","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","140","72.50621739405311","19.90210845425118","0.3089664095859822"
"4","true","0.2","0.1","1.02","0.627","0.75","81","43.0279302606818","17.257990125764707","0.35268750000000004"
"4","true","0.2","0.1","1.02","0.627","0.75","82","44.62043720136718","17.449049471295073","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","141","72.69652473244005","19.89816383994618","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","83","44.94944190806494","17.45242380245563","0.2660926124463565"
"4","true","0.2","0.1","1.02","0.627","0.75","84","45.06413060445536","17.616963260540032","0.32503687448927354"
"1","true","0.2","0.1","1.02","0.627","0.75","142","75.66880687941598","19.960811865499785","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","85","45.122755513086304","17.533620851978466","0.32503687448927354"
"1","true","0.2","0.1","1.02","0.627","0.75","143","75.80915699155057","19.942640861923362","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","86","45.78702312696295","17.688346821664283","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","144","74.655046005056","19.839392444310402","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","87","46.98070598904907","17.621556696812036","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","145","74.71614900184697","19.87268734184294","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","88","47.29398584571187","17.701424786222823","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","89","47.570148574281475","18.38157596850141","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","146","74.3637134890152","19.86331298579819","0.35268750000000004"
"4","true","0.2","0.1","1.02","0.627","0.75","90","46.05023435126973","17.747793502722395","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","147","77.51729377003434","20.12201550989374","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","91","46.00513366725096","17.89426191946927","0.35268750000000004"
"1","true","0.2","0.1","1.02","0.627","0.75","148","77.70385516570566","20.11846308547349","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","92","46.72137269687906","18.013636303091634","0.3322107221358953"
"4","true","0.2","0.1","1.02","0.627","0.75","93","47.016973785948764","18.14749196225127","0.3322107221358953"
"1","true","0.2","0.1","1.02","0.627","0.75","149","77.9073434659457","20.256116222571222","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","94","46.84338168048268","18.1955858302835","0.285759137017927"
"4","true","0.2","0.1","1.02","0.627","0.75","95","46.81316540308194","18.18874025720179","0.2884788943944913"
"1","true","0.2","0.1","1.02","0.627","0.75","150","75.85009629192422","19.797891016627354","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","96","49.28394574709167","18.46462587074811","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","151","75.94936428876595","19.940220408247416","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","97","48.651089877279695","18.452273390056046","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","98","47.1827106011404","17.996702471629515","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","99","45.771362613600104","18.798309573789442","0.33983243725585954"
"4","true","0.2","0.1","1.02","0.627","0.75","100","45.43849822963066","18.682740454464454","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","101","45.487883178083834","18.851829585901218","0.35268750000000004"
"4","true","0.2","0.1","1.02","0.627","0.75","102","46.26702279395917","18.937694944310977","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","103","45.819638487530554","18.65885911519848","0.23512500000000003"
"1","true","0.2","0.1","1.02","0.627","0.75","152","78.42438407313817","19.9388793914028","0.23512500000000003"
"4","true","0.2","0.1","1.02","0.627","0.75","104","45.205115229054215","18.440617916482196","0.35268750000000004"
